advise,banker,ARG0,The banker advised the client to invest in a diversified portfolio.,A seasoned banker advised against taking out a high-interest loan.,"Before making any major financial decisions, the banker advised consulting a tax professional.",The banker advised the young couple on how to save for their first home.,"Upon reviewing the financial statements, the banker advised the company to cut unnecessary expenses."
advise,banker,ARG1,The banker advised the young couple on the best mortgage options available.,A seasoned banker advised the entrepreneur to reconsider the loan terms.,The banker advised the investor about the risks of the stock market.,"Upon reviewing the financial statements, the banker advised the company to cut unnecessary expenses.",The banker advised the client to diversify their investment portfolio to mitigate risks.
advise,biologist,ARG0,The biologist advised the students on how to conduct their research.,A biologist advised the government on environmental policies.,Biologists often advise on the ethical considerations of genetic engineering.,The biologist advised the pharmaceutical company on the development of new drugs.,"After discovering a new species, the biologist advised the conservation team on protection strategies."
advise,biologist,ARG1,The biologist advises students on how to conduct ecological research.,A renowned biologist advises the government on biodiversity conservation policies.,"In the documentary, the biologist advises viewers on the importance of preserving natural habitats.","During the conference, the biologist advises colleagues on the latest genetic editing techniques.",The biologist advises the public on how to support local wildlife conservation efforts.
advise,business,ARG0,The business advised its clients on the best investment strategies.,"After thorough analysis, the business advised against the proposed merger.","To stay competitive, the business advised adopting new technologies.",The business advised the government on economic policies.,"In light of recent market changes, the business advised revising the marketing plan."
advise,business,ARG1,The consultant advised the business on improving its marketing strategy.,"After thorough analysis, they advised the business to expand into new markets.","To reduce costs, an expert advised the business on streamlining its operations.",The lawyer advised the business on how to navigate new regulations.,A financial advisor advised the business on restructuring its debt.
advise,client,ARG0,The lawyer advised the client on the best course of action for the case.,"Before making any decisions, the financial advisor carefully advised the client on the risks and benefits of each investment option.",The consultant advised the client to consider a more sustainable approach for their business model.,"After reviewing the contract, the attorney advised the client against signing it without further negotiations.",The therapist advised the client on strategies to manage stress and improve their mental health.
advise,client,ARG1,The lawyer advised the client on the best course of action for the case.,"After reviewing the documents, the consultant advised the client to reconsider their investment strategy.",The doctor advised the client to adopt a healthier lifestyle to improve their well-being.,The financial advisor advised the client on how to manage their debts more effectively.,The personal trainer advised the client on the most effective exercises for reaching their fitness goals.
advise,customer,ARG0,The customer advised the store manager to restock the popular items more frequently.,"After experiencing the service, the customer advised the company to improve their customer support.",The customer advised other shoppers online about the best deals in the store.,"Upon noticing a mistake in their bill, the customer advised the cashier to double-check the prices.",The customer advised the chef to consider adding vegan options to the menu.
advise,customer,ARG1,The manager advised the customer to keep the receipt for future reference.,"After reviewing the options, the consultant advised the customer to opt for the premium package for better benefits.",The technician advised the customer to turn off the device for ten minutes to reset it.,The salesperson advised the customer to consider the latest model for more advanced features.,The pharmacist advised the customer to take the medication with food to avoid stomach upset.
advise,designer-gardener,ARG0,The designer-gardener advised on the best plants for attracting butterflies.,A designer-gardener advised the community on sustainable gardening practices.,The designer-gardener advised the homeowner on integrating a water feature into the garden.,A designer-gardener advised the school on creating an educational garden for students.,The designer-gardener advised the city council on improving the local park's biodiversity.
advise,designer-gardener,ARG1,The designer-gardener advised on the best plants for attracting butterflies.,A renowned designer-gardener advised the city council on creating more green spaces.,The designer-gardener advised homeowners on sustainable gardening practices.,"After the seminar, the designer-gardener advised on how to improve soil health.",The designer-gardener advised the community garden group on effective water usage.
advise,doctor,ARG0,The doctor advised the patient to take the medication twice a day.,Doctors advise washing hands regularly to prevent the spread of viruses.,The doctor advised her to get plenty of rest to recover more quickly.,"After the examination, the doctor advised reducing sugar intake to improve health.",The doctor advised against traveling to the area due to the outbreak.
advise,doctor,ARG1,The doctor advised the patient to get more rest.,A doctor advised her to consider surgery.,The doctor advised him on the best course of treatment.,Doctors often advise eating healthy and exercising regularly.,The doctor advised against traveling due to health concerns.
advise,expert,ARG0,The expert advised the company on the best course of action.,Experts advise caution when dealing with unknown substances.,The expert advised the government on environmental policies.,An expert advised the team on how to improve their performance.,The expert advised the community on how to prepare for the natural disaster.
advise,expert,ARG1,The expert advised the company on the best course of action.,An expert advised the government on environmental policies.,The expert advised young athletes on how to improve their performance.,An expert advised the community on sustainable living practices.,The expert advised the patient on the most effective treatment options.
